TRACK_ID,ARTIST_ID,ALBUM_ID,PATH,DURATION,TAGS
track_0002263,artist_000320,album_000366,63/2263.mp3,494.7,['mood---melancholic']
track_0003346,artist_000517,album_000521,46/3346.mp3,195.0,['mood---calm']
track_0003347,artist_000517,album_000521,47/3347.mp3,201.8,['mood---calm']
track_0003348,artist_000517,album_000521,48/3348.mp3,253.3,['mood---calm']
track_0003349,artist_000517,album_000521,49/3349.mp3,228.4,['mood---calm']
track_0003350,artist_000517,album_000521,50/3350.mp3,194.7,['mood---calm']
track_0004639,artist_000087,album_000718,39/4639.mp3,188.0,['mood---relaxing']
track_0004882,artist_000696,album_000751,82/4882.mp3,210.4,['mood---meditative']
track_0004883,artist_000696,album_000751,83/4883.mp3,249.5,['mood---meditative']
track_0004884,artist_000696,album_000751,84/4884.mp3,220.7,['mood---meditative']
track_0004889,artist_000696,album_000751,89/4889.mp3,179.0,['mood---meditative']
track_0005083,artist_000696,album_000786,83/5083.mp3,165.4,['mood---meditative']
track_0005634,artist_000811,album_000867,34/5634.mp3,233.1,['mood---emotional']
track_0005635,artist_000811,album_000867,35/5635.mp3,232.6,['mood---emotional']
track_0005636,artist_000811,album_000867,36/5636.mp3,277.4,['mood---emotional']
track_0005637,artist_000811,album_000867,37/5637.mp3,335.0,['mood---emotional']
track_0005638,artist_000811,album_000867,38/5638.mp3,225.7,['mood---emotional']
track_0005640,artist_000811,album_000867,40/5640.mp3,227.3,['mood---emotional']
track_0005641,artist_000811,album_000867,41/5641.mp3,215.1,['mood---emotional']
track_0005642,artist_000811,album_000867,42/5642.mp3,217.3,['mood---emotional']
track_0005643,artist_000811,album_000867,43/5643.mp3,231.6,['mood---emotional']
track_0006247,artist_000811,album_000960,47/6247.mp3,381.7,['mood---emotional']
track_0006249,artist_000811,album_000960,49/6249.mp3,364.7,['mood---emotional']
track_0006250,artist_000811,album_000960,50/6250.mp3,238.4,['mood---emotional']
track_0006251,artist_000811,album_000960,51/6251.mp3,392.4,['mood---emotional']
track_0006252,artist_000811,album_000960,52/6252.mp3,340.8,['mood---emotional']
track_0006253,artist_000811,album_000960,53/6253.mp3,271.8,"['mood---emotional', 'mood---relaxing']"
track_0006254,artist_000811,album_000960,54/6254.mp3,481.6,"['mood---emotional', 'mood---relaxing']"
track_0006256,artist_000811,album_000960,56/6256.mp3,236.5,"['mood---emotional', 'mood---relaxing']"
track_0006257,artist_000811,album_000960,57/6257.mp3,207.8,"['mood---emotional', 'mood---relaxing']"
track_0006258,artist_000811,album_000960,58/6258.mp3,176.5,"['mood---emotional', 'mood---relaxing']"
track_0006719,artist_000937,album_001020,19/6719.mp3,190.2,['mood---relaxing']
track_0006720,artist_000937,album_001020,20/6720.mp3,132.4,['mood---relaxing']
track_0006721,artist_000937,album_001020,21/6721.mp3,151.6,['mood---relaxing']
track_0006722,artist_000937,album_001020,22/6722.mp3,177.2,['mood---relaxing']
track_0006723,artist_000937,album_001020,23/6723.mp3,213.8,['mood---relaxing']
track_0006724,artist_000937,album_001020,24/6724.mp3,155.5,['mood---relaxing']
track_0006725,artist_000937,album_001020,25/6725.mp3,231.5,['mood---relaxing']
track_0006726,artist_000937,album_001020,26/6726.mp3,186.0,['mood---relaxing']
track_0006727,artist_000937,album_001020,27/6727.mp3,160.4,['mood---relaxing']
track_0006728,artist_000937,album_001020,28/6728.mp3,240.6,['mood---relaxing']
track_0006729,artist_000937,album_001020,29/6729.mp3,210.6,['mood---relaxing']
track_0006730,artist_000937,album_001020,30/6730.mp3,206.6,['mood---relaxing']
track_0006731,artist_000937,album_001020,31/6731.mp3,171.6,['mood---relaxing']
track_0006732,artist_000937,album_001020,32/6732.mp3,189.8,['mood---relaxing']
track_0007358,artist_000937,album_001110,58/7358.mp3,240.6,['mood---relaxing']
track_0007359,artist_000937,album_001110,59/7359.mp3,225.8,['mood---relaxing']
track_0007360,artist_000937,album_001110,60/7360.mp3,232.6,['mood---relaxing']
track_0007361,artist_000937,album_001110,61/7361.mp3,168.4,['mood---relaxing']
track_0007362,artist_000937,album_001110,62/7362.mp3,237.4,['mood---relaxing']
track_0007363,artist_000937,album_001110,63/7363.mp3,237.7,['mood---relaxing']
track_0007364,artist_000937,album_001110,64/7364.mp3,145.4,['mood---relaxing']
track_0007391,artist_001064,album_001115,91/7391.mp3,188.1,['mood---emotional']
track_0007394,artist_001064,album_001115,94/7394.mp3,150.7,['mood---melancholic']
track_0007395,artist_001064,album_001115,95/7395.mp3,109.9,['mood---love']
track_0011839,artist_001780,album_001749,39/11839.mp3,212.2,"['mood---calm', 'mood---relaxing']"
track_0011840,artist_001780,album_001749,40/11840.mp3,178.8,"['mood---calm', 'mood---relaxing']"
track_0011841,artist_001780,album_001749,41/11841.mp3,120.4,"['mood---calm', 'mood---relaxing']"
track_0011842,artist_001780,album_001749,42/11842.mp3,91.9,"['mood---calm', 'mood---relaxing']"
track_0011843,artist_001780,album_001749,43/11843.mp3,97.0,"['mood---calm', 'mood---relaxing']"
track_0011844,artist_001780,album_001749,44/11844.mp3,102.3,"['mood---calm', 'mood---relaxing']"
track_0011845,artist_001780,album_001749,45/11845.mp3,204.9,"['mood---calm', 'mood---relaxing']"
track_0012099,artist_001822,album_001781,99/12099.mp3,273.1,['mood---energetic']
track_0012100,artist_001822,album_001781,00/12100.mp3,198.3,['mood---energetic']
track_0012101,artist_001822,album_001781,01/12101.mp3,237.4,['mood---energetic']
track_0012102,artist_001822,album_001781,02/12102.mp3,202.5,['mood---energetic']
track_0014013,artist_002054,album_002007,13/14013.mp3,263.7,['mood---relaxing']
track_0014014,artist_002054,album_002007,14/14014.mp3,221.4,['mood---relaxing']
track_0014015,artist_002054,album_002007,15/14015.mp3,162.5,['mood---relaxing']
track_0014016,artist_002054,album_002007,16/14016.mp3,245.7,['mood---relaxing']
track_0014017,artist_002054,album_002007,17/14017.mp3,207.4,['mood---relaxing']
track_0014018,artist_002054,album_002007,18/14018.mp3,155.8,['mood---relaxing']
track_0014019,artist_002054,album_002007,19/14019.mp3,154.5,['mood---relaxing']
track_0014020,artist_002054,album_002007,20/14020.mp3,183.1,['mood---relaxing']
track_0014021,artist_002054,album_002007,21/14021.mp3,240.1,['mood---relaxing']
track_0014022,artist_002054,album_002007,22/14022.mp3,299.5,['mood---relaxing']
track_0014023,artist_002054,album_002007,23/14023.mp3,127.8,['mood---relaxing']
track_0014024,artist_002054,album_002007,24/14024.mp3,171.4,['mood---relaxing']
track_0014025,artist_002054,album_002007,25/14025.mp3,126.0,['mood---relaxing']
track_0014026,artist_002054,album_002007,26/14026.mp3,169.7,['mood---relaxing']
track_0014027,artist_002054,album_002007,27/14027.mp3,155.9,['mood---relaxing']
track_0014028,artist_002054,album_002007,28/14028.mp3,151.9,['mood---relaxing']
track_0015161,artist_002208,album_002161,61/15161.mp3,374.7,['mood---emotional']
track_0015166,artist_002208,album_002162,66/15166.mp3,329.8,['mood---emotional']
track_0015167,artist_002208,album_002162,67/15167.mp3,246.6,['mood---emotional']
track_0015169,artist_002208,album_002162,69/15169.mp3,147.3,['mood---emotional']
track_0015171,artist_002208,album_002162,71/15171.mp3,319.7,['mood---emotional']
track_0015963,artist_002317,album_002261,63/15963.mp3,306.6,['mood---calm']
track_0015966,artist_002317,album_002261,66/15966.mp3,336.6,['mood---calm']
track_0015999,artist_002324,album_002269,99/15999.mp3,133.6,"['mood---emotional', 'mood---upbeat']"
track_0016000,artist_002324,album_002269,00/16000.mp3,162.7,['mood---upbeat']
track_0016039,artist_002323,album_002275,39/16039.mp3,178.7,"['mood---inspiring', 'mood---upbeat', 'mood---uplifting']"
track_0016040,artist_002323,album_002275,40/16040.mp3,185.4,"['mood---inspiring', 'mood---uplifting']"
track_0016041,artist_002323,album_002275,41/16041.mp3,240.0,"['mood---emotional', 'mood---upbeat', 'mood---uplifting']"
track_0016658,artist_002455,album_002368,58/16658.mp3,191.8,"['mood---inspiring', 'mood---uplifting']"
track_0016659,artist_002455,album_002368,59/16659.mp3,321.0,"['mood---inspiring', 'mood---uplifting']"
track_0016660,artist_002455,album_002368,60/16660.mp3,282.7,"['mood---inspiring', 'mood---uplifting']"
track_0016661,artist_002455,album_002368,61/16661.mp3,313.2,"['mood---emotional', 'mood---inspiring', 'mood---melancholic']"
track_0016662,artist_002455,album_002368,62/16662.mp3,188.0,['mood---uplifting']
track_0016663,artist_002455,album_002368,63/16663.mp3,276.4,['mood---uplifting']
track_0016664,artist_002455,album_002368,64/16664.mp3,266.1,"['mood---inspiring', 'mood---uplifting']"
track_0016665,artist_002455,album_002368,65/16665.mp3,320.9,"['mood---inspiring', 'mood---uplifting']"
track_0017148,artist_002511,album_002428,48/17148.mp3,73.5,['mood---calm']
track_0017155,artist_002511,album_002428,55/17155.mp3,130.0,['mood---calm']
track_0017156,artist_002511,album_002428,56/17156.mp3,86.5,['mood---calm']
track_0017490,artist_002449,album_002470,90/17490.mp3,233.7,['mood---energetic']
track_0017491,artist_002449,album_002470,91/17491.mp3,178.7,['mood---energetic']
track_0017492,artist_002449,album_002470,92/17492.mp3,176.5,['mood---energetic']
track_0017493,artist_002449,album_002470,93/17493.mp3,140.1,['mood---energetic']
track_0017494,artist_002449,album_002470,94/17494.mp3,136.4,['mood---energetic']
track_0017778,artist_002656,album_002509,78/17778.mp3,254.9,['mood---love']
track_0018229,artist_002741,album_002572,29/18229.mp3,285.0,['mood---inspiring']
track_0018231,artist_002741,album_002572,31/18231.mp3,265.0,['mood---relaxing']
track_0018232,artist_002741,album_002572,32/18232.mp3,330.4,['mood---relaxing']
track_0018233,artist_002741,album_002572,33/18233.mp3,241.7,['mood---relaxing']
track_0018234,artist_002741,album_002572,34/18234.mp3,320.0,['mood---relaxing']
track_0018236,artist_002741,album_002572,36/18236.mp3,365.0,['mood---relaxing']
track_0018243,artist_002741,album_002572,43/18243.mp3,172.5,['mood---relaxing']
