TRACK_ID,LYRIC
track_0166589,
track_0166604,
track_0166591,
track_0166613,
track_0166607,
track_0172031,
track_0172326,
track_0172644,
track_0172643,
track_0172647,
track_0173744,
track_0173753,
track_0173758,
track_0173755,
track_0173759,
track_0173760,
track_0173787,
track_0175392,
track_0175423,
track_0181852,
track_0182020,
track_0182077,
track_0182155,
track_0186869,
track_0192236,
track_0192877,
track_0192880,
track_0192882,
track_0192895,
track_0197191,
track_0200920,
track_0202784,
track_0204688,http://saregama-music.blogspot.com
track_0205734,
track_0206006,
track_0206011,
track_0206014,
track_0206047,
track_0206015,
track_0206073,
track_0207461,
track_0207464,
track_0207469,
track_0207471,
track_0207490,
track_0207501,
track_0207506,
track_0207517,
track_0207532,
track_0207545,
track_0207562,
track_0207564,
track_0209006,
track_0209016,
track_0209047,
track_0209073,
track_0209091,
track_0209102,
track_0209149,
track_0209151,
track_0209232,
track_0211412,
track_0211415,
track_0211416,
track_0211417,
track_0211418,
track_0211836,
track_0214220,
track_0215555,
track_0215560,
track_0215561,
track_0215566,
track_0215567,
track_0216906,
track_0217724,
track_0218559,
track_0223562,
track_0223567,
track_0223590,
track_0227029,
track_0227031,
track_0230767,
track_0230805,
track_0230823,
track_0230830,
track_0230839,
track_0230843,
track_0230860,
track_0230871,
track_0230885,
track_0230889,
track_0230903,
track_0230905,
track_0231611,
track_0231640,
track_0236347,
track_0236348,
track_0236415,
track_0236416,
track_0236423,
track_0238201,
track_0238202,
track_0238203,
track_0238204,
track_0239950,
track_0244934,
track_0244935,
track_0244936,
track_0244937,
track_0244938,
track_0244943,
track_0244954,
track_0244956,
track_0244958,
track_0244960,
track_0245017,
track_0245350,
track_0245443,
track_0248009,
track_0248094,
track_0248109,
track_0248259,
track_0253542,
track_0255177,"Paroles : DAISYLIS

COEUR ARC-EN-CIEL

Tu as le coeur arc-en-ciel,
Laisse moi extirper une à une,
les jolies couleurs de ton coeur.

Du bout des doigts,
Je te caresserai de toutes les couleurs

Je trempe l'index pour le jaune,
et je dessine un joli coeur sur ton ventre.

Apprends à dessiner avec tes doigts,en douceur,
c'est facile si tu laisses parler ton coeur.

Laisse-moi guider ta main,
et guide la mienne, en silence.

Fais de moi une femme de couleur,
rien qu'avec ton coeur, 
laisse aller tes doigts sur mon corps.

Maintenant que tu sais dessiner,
tu pourras m'habiller 
de toutes les couleurs de l'arc-en ciel.

Chaque matin j'aurai une nouvelle parure,
celle que tu auras dessinée pendant la nuit
avec ton amour.

Tu sais, avant j'étais nue,
j'avais froid depuis presque toujours,
mais grâce à toi, j'ai retrouvé mon costume de fêtes

Tu m'as habillée des pieds à la tête
rien qu'avec ton coeur, mon amour

Nous avons retrouvé le chemin du paradis
simplement en dessinant, avec nos coeurs,
un arc-en-ciel
                                DAISYLIS"
track_0257172,
track_0257178,
track_0257179,
track_0257180,
track_0259324,
track_0259327,
track_0259969,
track_0260307,
track_0261776,
track_0263086,
track_0263335,
track_0264275,
track_0264288,
track_0264302,
track_0264329,
track_0264390,
track_0264448,
track_0267747,
track_0267762,
track_0267796,
track_0267877,
track_0267949,
track_0272051,
track_0277778,"Now that it's over, now that it's done
Now that the silence has said all it can

And the story ends where it began
A time and place so familiar again 

I'll put my brave face on
Then close the door, turn up the fire
Play our songs till the early hours

Took a walk through the park
Sat amongst the wild flowers till dark
And as the scents filled the air
I forgot you weren't there

Like a distant planet round the sun
Trying to get some warmth and finding there was none

Now I have no need to try and impress
I've become another of the unblessed

Still I'll fix a smile to my face
Then close the door, turn up the fire
Play our songs till the early hours

And so it goes - yes it does
The empty road - lies ahead
The wheels they turn in my head
And they never stop"
track_0277804,"Billy watches the clocks
His work never stops
He wanders all day
From cafe to cafe

The love he's waiting for
She never will appear
She left him standing here
But still feels near

He carries a photograph
That's falling apart
From being touched too much
By a broken heart

And as the night falls
He frequents the halls
And the seedier bars
With his beat up guitar

He plays some sad songs
And his friends buy him a beer
Now he's glad to be here
Away from the fear

And as he heads for home
Through the midnight throng
He knows he lives in a world
Where he doesn't belong

And at journey's end
My dear old friend
Turn out the light
Sleep soundly tonight"
track_0277806,"Written on a parchment
Or carved into a tree
Or spoken with a heavy heart
Words can set you free

I'm the one who's leaving
But you're the one who left
You think that you're letting go
But you only take small steps

And so I turned and took the beckoning road
Feeling somewhat less than bold
No-one stirred and no-one called my name
No-one tried to call me back again

Still I wouldn't say no to a guiding hand
I'd like to be sure I'm not alone in this land
But if it has to be
It has to be
I won't enter a plea
I won't bend my knee

Looked into my diary
Full of dust and time
From an age when being young
Had not become a crime

Took that magic carpet
Traced patterns in my mind
Wondered why I chose the fool
Could have been more kind

So I found a place to rest my bones
It wasn't cold but it wasn't home
I wonder could I start again, again
Or has the unmapped quest found it's final amen

Still I wouldn't say no to a guiding hand
I'd like to be sure I'm not alone in this land
But if it has to be
It has to be
I won't enter a plea
I won't bend my knee"
track_0277816,"I walked on down by the old canal
Where the memories flowed
I sat and thought where it all went wrong
So very long ago

I remember it too well
I remember it too well

I came upon the old lock house
Where once we made our plans
But now it looks overgrown with time
And the nettles stung my hands

I remember it too well
I remember it too well

Further down was our favorite spot
Beneath the sheltering trees
And I began to cry for what
Was never meant to be

I remember it too well
I remember it too well"
track_0278116,
track_0278117,
track_0278118,
track_0283089,
track_0283090,
track_0283091,
track_0283092,
track_0283093,
track_0283094,
track_0283095,
track_0283097,
track_0283205,
track_0283214,
track_0283215,
track_0283765,
track_0284280,
track_0284365,
track_0284415,
track_0284449,
track_0284520,
track_0285042,
track_0285424,
track_0285534,
track_0285616,
track_0287786,
track_0287790,
track_0287979,
track_0287980,
track_0290511,
track_0292160,
track_0292163,
track_0292164,
track_0292501,
track_0292529,
track_0295099,
track_0303227,
track_0303229,
track_0303231,
track_0306422,
track_0306423,
track_0306437,
