TRACK_ID,LYRIC
track_0786778,
track_0786775,
track_0786656,
track_0786782,
track_0786781,
track_0786783,
track_0790456,
track_0791420,
track_0791687,
track_0792428,
track_0792434,
track_0792442,
track_0792446,
track_0792451,
track_0792448,
track_0793919,
track_0793920,
track_0793921,
track_0793922,
track_0793923,
track_0795410,
track_0798198,
track_0799915,
track_0799917,
track_0801407,
track_0799921,
track_0801435,Yes
track_0801443,Yes
track_0801447,Yes
track_0801452,Yes
track_0801459,Yes
track_0801480,Yes
track_0801484,Yes
track_0801485,Yes
track_0802275,
track_0802274,
track_0802276,
track_0802278,
track_0802277,
track_0802279,
track_0802280,
track_0802281,
track_0802282,
track_0802283,
track_0802284,
track_0802285,
track_0809887,
track_0804123,
track_0810098,
track_0810100,
track_0810099,
track_0810671,"С ветрами гульными, вёснами тёплыми.
Мы повстречаемся, как нас учила любовь.
Там буду я и ты, где расцветут сады,
Наших чувств гармонии и красоты.

п р и п е в 
Я буду петь чувствами нежными,
Ты будешь их ласкать и беречь,
Мои, твои, наши мечты любви.

к у п л е т 2
В прошлом исчезнет боль, радость вернётся вновь,
Новая жизнь, мудрый образ сказанных слов.
Праздники нас найдут, будни дни подождут.
Волю пророков, в нашу жизнь вплетут.

п р и п е в 2
Я буду петь чувствами нежными,
Ты будешь их ласкать и беречь,
Мои, твои, наши мечты любви.
И запоёт с нами вместе наша судьба.
Так интересно жить.
Тебя любить."
track_0812116,
track_0811242,
track_0812117,
track_0812226,
track_0812119,
track_0812276,
track_0812277,
track_0812278,
track_0812324,
track_0812325,
track_0812326,
track_0812327,
track_0816193,
track_0816195,
track_0816196,
track_0816197,
track_0816199,
track_0816200,
track_0816201,
track_0816202,
track_0817677,
track_0818610,
track_0818613,
track_0818614,
track_0818619,
track_0824298,
track_0824302,
track_0824306,
track_0824624,
track_0824625,
track_0824627,
track_0824628,
track_0824629,
track_0824630,
track_0824632,
track_0824636,
track_0825253,
track_0827326,
track_0827327,
track_0826391,"when i'm with you, i feel so alone"
track_0828028,
track_0828832,
track_0830770,
track_0830781,
track_0830860,
track_0830866,
track_0830869,
track_0830870,
track_0830874,
track_0830893,
track_0832030,
track_0832044,
track_0832061,
track_0832631,"On the wane it's up, game out feel like going home now 
Fails and turns to luck, words aren't making it it seems 
Whip hand and joint fire, fire 
Cut the ground better day 
Nest about out from under one. 

Now the laugh is up, struck about, grapple up and down 
Hip hustle and higher fire 
On a cloud turn it round down is sealed be all up and on 

They don't get on 
We all fall down 
We don't get up 
If We all fall down 
Get up get on 
We all fall down, down, down, down 

We don't get on 
We all fall down 
Get up get on 
If we all fall down 
They don't They don't 
We all fall down, down down, down 

Like I'm feel'n no, no'kay maybe comin' out soooo right 
Pick and fixin' a fire now I'm--- 
By the hip, standing still, moving out, going round and round 

They don't get on 
We all fall down 
We don't get up 
If We all fall down 
Get up get on 
We all fall down, down, down, down 

We don't get on 
We all fall down 
Get up get on 
If we all fall down 
They don't They don't 
We all fall down, down down, down"
track_0832632,"It's opening up 
Dark forward get cold 
Let go and come down 

Tonight it's your favorite shirt 
The wind ain't hard but its calm 
Let go and come down 

It's possible I might miss you 
If not when will it again 
I burned, you turned, I learned, why 
Why, why not, why, why 
You got to feel it tonight 

Blow hot and blow cold 
Play fast and loose 
Take it to head 

A bit in the teeth 
Fits- and starts 
At your sweet will 
Not counting the cost 
Let go and come down 

I can tell you, this is everything 
Thrown and sleeveless, in and did 
some things 
I burned, you turned, I learned, why 
Why, why not, why, why 
You got to feel it tonight 

It's possible I might miss you 
If not when will it again 
I burned, you turned, I learned, why 
Why, why not, why, why 
You got to feel it tonight"
track_0834579,
track_0834581,
track_0835430,
track_0840570,
track_0836526,"daddies are good, daddies work hard"
track_0839096,
track_0840580,
track_0840599,
track_0840600,
track_0840643,
track_0842401,
track_0842402,
track_0842403,
track_0843404,
track_0843405,
track_0843406,
track_0843408,
track_0843409,
track_0843489,
track_0843492,
track_0844329,
track_0844330,
track_0844331,
track_0844361,
track_0844363,
track_0844620,
track_0844689,
track_0844690,
track_0844691,
track_0844692,
track_0844693,
track_0844694,
track_0844695,
track_0844696,
track_0844697,
track_0844698,
track_0844699,
track_0844971,
track_0846451,
track_0846496,
track_0847200,
track_0847261,
track_0847262,
track_0847264,
track_0847266,
track_0848845,
track_0850182,
track_0850188,
track_0851749,
track_0854720,
track_0854721,
track_0856977,
track_0856979,
track_0856983,
track_0857157,
track_0857491,
track_0857494,
track_0857496,
track_0857627,"Aun yo pienso sólo en vos y no puedo evitarlo, no puedo negarlo
Me quedo parado aquí matando recuerdos, matando mil sueños
Aun yo pienso sólo en vos y me muero despacio, me muero en silencio
Quiero que me toques, que me arañes, que me sueñes, que me tientes,
que me alejes de este mal

De este mal

Destrozo cada rincón queriendo encontrar un pedazo de tu piel
Loca mi mente y sin control busca la salida que lleva a tu vida 
&quot;don´t turn off the light&quot; deja que mi alma descubra la forma de tu ser
Siento que no siento, que me alejo, que me hundo, que me pierdo,
que me muero de este mal

Te busco entre mis manos
Te busco entre mis huesos
Te busco entre mi piel

Te siento en mi cabeza
Te veo en mi inconsciencia
Y te vuelvo a perder"
track_0857628,"Hoy le llevaré la luz, de luciérnagas lunares, de aquí o de cualquier parte
Hoy le obsequiaré las estrellas del abismo del mar

Hoy buscaré una playa, una montaña, quizá una telaraña para armar
un refugio para el sueño dende siempre está
Hoy le haré un regalo con irrealidad

No, no llevaré dolor, dejaré las penas en la mesa o en el balcón
no, no llevaré, la memoria ni ese intento de café

Hoy estaré sentado en un estrado aguardando el ocaso estelar
Hoy dejaré la puerta de par en par, por si acaso se decide a entrar

Hoy guardaré en mis manos, en el aire y en un canto su imagen celestial
La grabaré en las piedras por la eternidad
Hoy cantaré por el camino esta canción"
track_0857631,"Me voy con el viento, alzando los brazos me voy
No sé si voy despierto, si duermo, si muero, si estoy, me voy

Arrancando del suelo el tiempo
Masticando el azul de mi cielo
enredando mi vida en misterios, bye bye, adiós

Me voy sin un miedo, bolsillos vacíos, me voy
Tambien dejo el encierro, la piel, tantos huesos, dolor, me voy

Olvidando que quise con ganas
esa luna que huye en las mañanas
Dibujando la fe en tu mirada, bye bye, adiós

Adiós"
track_0857633,"En mis manos traigo una canción que nace con la indecisión de crear un sueño
en donde se pueda caminar, gritar, reir y traspasar el dolor y el miedo.

Hay que limpiar la mente de todo recuerdo
Cerrar los ojos y sentir como el silencio te atrapa

En mis ojos cargo la ilusión de ver la luna con el sol compartiendo el tiempo
Sé que el presente nunca existió, que todo todo ya pasó, solo hay recuerdos

Rompe cada celda que encierra tus males
Deja que se vuelen aunque sea un instante

Y sueña...

Hay que limpiar la mente de todo recuerdo
Cerrar los ojos y sentir todo en silencio
Rompe cada celda que encierra tus males
Deja que se vuelen aunque sea un instante

En mis manos traigo una canción que nace con la indecisión de crear un sueño
En mis manos traigo una canción que muere con la indecisión"
track_0857635,"Espera, que el tiempo deje de contar, que el viento deje de soplar 
Afuera, encima de la piel, debajo de un amanecer

No me dejes como estoy, sin mis manos, sin mi voz
Caminando sin alfombra, enredado con tu sombra
No me dejes nada soy, una imagen con error
Una huella sin pisada, una muerte abandonada

Aguarda, que el vino deje de embragar, que el fuego deje de quemar
Por dentro, debajo de la piel, encima de un atardecer

No me dejes como estoy, sin mis alas, sin mi voz
Caminando sin alfombra, enredado con tu sombra
No me dejes nada soy, una imagen con error
Una huella sin pisada, una muerte abandonada

Afuera"
track_0857636,"Que estúpido el momento que empecé a correr
Irónica carrera mis pies quieren volver.

El aire se ha infectado con rastros de esa piel
Mi sombra se ha quedado tirada en un andén
No quiere seguirme más
No quiere odiarme más

Que estúpida la idea de querer volar
Mil golpes contra el suelo y lo vuelvo a intentar

El agua se ha manchado con reflejos de esa piel
Mi sombra se ha quedado tirada en un andén
No quiere seguirme más
No quiere odiarme más

Que estúpida es la vida, jamás comprenderé
Vivir es ir muriendo, morir es no se qué."
track_0858533,
track_0858536,
track_0858537,
track_0858538,
track_0858540,
track_0858542,
track_0858544,
track_0858545,
track_0858548,
track_0858550,
track_0858779,
track_0858781,
track_0860149,
track_0862191,
track_0862195,
track_0862197,
track_0862834,
track_0865116,
track_0865201,
track_0865438,
track_0866765,
track_0866766,
track_0868184,
track_0868271,
track_0868276,
track_0868287,
track_0868288,
track_0868290,
track_0868292,
track_0868293,
track_0869207,
track_0870189,"some years ago
we meet alone
a dream started 
and the fears has gone 
in a moment peculiar
you became a liar 
a life with you 
was your promise 
if i can view 
the compromise
that to be together
must be never neither
 
I'm afraid
of this situation
getting away
without explanation
take those days
that was so easy
cause both of us 
were just to busy 
on love... 

few days among 
I get alone 
and nightmare came back
when the dream has gone
in a moment peculiar 
I became a paria
you get my love
to take away
and like the trash
everywhere, everyday
making a broken heart 
a new piece of art 
 
I'm afraid
of this situation
getting away
without explanation
take those days
that was so easy
cause both of us 
were just to busy 
on love... 
 
what happens if i don't refuse?
would you be happy if i am not with you?
what is over here?
will almost be there? 
would you accept
a diferent point of view, 
the time has gone
could always be review.
i need a chance to change myself
but you were ready by themselves 
and getting all the pieces
that had made crack 
with the decision
to don't turn back 
this soul will love again 
from the ashes will be rise."
track_0871050,
track_0872000,
track_0871996,
track_0872001,
track_0872003,
track_0872919,
track_0872920,
track_0872921,
track_0872922,
track_0873131,
track_0873136,
track_0873137,
track_0873138,
track_0873154,
track_0873927,
track_0873928,
track_0873929,
track_0873930,
track_0873931,
track_0873934,
track_0874645,
track_0874646,
track_0874647,
track_0874648,
track_0874650,
track_0874651,
track_0874649,
track_0874889,
track_0875313,
track_0875306,
track_0875386,"Tonight you look so beautiful
You know you treat me really good
I like the way that you're so special
And I love the way that yours are redder than blood

I'll be Marc and you'll be Gloria
I'll be John and you'll be Yoko
I'll be Brand and you'll be Walter
I'll be James Dean and you'll be Sal Mineo

I'll wander mindlessly for you
I'll crack open mountains just for you
You never try to make me look a fool
I'll give up all my love just for you

I'll be John and you'll be Yoko
I'll be David Bowie and you'll be Mick Jaggar
I'll be James Dean and you'll be Sal Mineo
You'll be Jesse Star, and I'll be Tommy Anders"
track_0877426,
track_0875391,"I’ve realised that there’s love deep inside me 
In a little corner, 
There’s somebody waiting to be another man 
I’ll grab my coat and take you down to Paris 
We’ll have a lost weekend away 
And then we’ll come back here and 
Survive another day 

We’ll have two drinks and we’ll salsa 
And then move to the next bar 

You’re oh so beautiful to me 

And when we’re bored of that 
I’ll take you back to our hotel 
And I’ll spin you ‘round that room 
In some long forgotten Parisian alleyway 
We can feel the heat of the midnight city 
Around us 
It never goes to SLEEP or rests 
And we’ll make love in its safety 

We’ll have two drinks and we’ll salsa 
And then move to the next bar 

You’re oh so beautiful to me"
track_0878306,
track_0878307,
track_0878309,
track_0878310,
track_0880978,
track_0882098,
track_0882498,
track_0884124,"Eres ese angel que se inmortalizo en mi mente
despertando en mi los sentimientos mas intensos
Eres ese angel que se inmortalizo en mi mente
despertando en mi los sentimientos mas intensos del amor

Llevame en una estrella
y perdamonos en el infinito donde nadie,
nadie nos pueda alcanzar
Llevame en una estrella
y perdamonos en el infinito donde nadie 
nos pueda alcanzar

Quiero sembrarte en mi corazon
quiero sentirte en mi piel
sentirte dentro, tan dentro de mi
y amarte hasta el fin del fin

llevame en una estrella...

Para amarte toda, toda la eternidad
y sientas que mi amor no es de este mundo
ya paso los limites de lo racional

Llevame en una estrella..."
track_0884123,"Diez gotas de silencio con un trozo de cancion
se van directo al suelo partiendo en dos una ilusion

No, un sueno despertando
No, la realidad sonando

Diez chispas en el cielo que le hacen sombra a la pasion
se clavan en mi pecho partiendo en dos un corazon

No, el sol se esta secando
no, el mar se esta apagando

No puedo imaginar, no puedo
que enfrente mio esta tu ser
que loco si creyera que estoy cuerdo
No quiero ni pensar, no quiero
mis ojos sufren por no ver
la imagen que se clava en mi recuerdo

Diez horas sin segundos me cuenta un viejo reloj
se sienten tan profundo si nada hay alrededor

No, el frio esta quemando
No, el fuego congelando

No puedo imaginar, no puedo..."
track_0884125,"El cielo esta gris, mi cama muy fria,
la mente vagando y el alma escondida
desde que no estas.
Desde que no estas en mis ojo hay soledad

El sueno es mi aliado, mucho me comprende,
me deja mirarte hasta que despierte,
luego ya no estas.
Y en mis ojos solo brilla mi verdad

Escribo a diario tantas palabras
y una tras otra me recuerda solo a ti
Esquivo con miedo muchas miradas
y temo embriagarme para escapar de mi

Estoy tan cansado, de tanto o cultarme, 
de estar tan perdido, de intentar odiarte
y me quedo aqui
con recuerdos que no ayudan a vivir

Escribo a diario tantas palabras..."
track_0884127,"Dime quien soy, dime quien eres
porque la lluvia cae solo en mi mente
porque me quema el sol, porque me quema el sol

Dime la luna porque esta ausente
porque la nieve esta tan caliente
dime que sucedio, dime que sucedio

Dime si escampa, dime si llueve, dime si el mar se evaporo
dime si hay rios que aun se mueven
o si la tierra se los trago
Dime si escampa, dime si llueve, dime si el mar se evaporo
dime si hay rios que aun se mueven
o si la tierra de sed se los trago

(dime quien soy, dime quien eres, dime porque la luna esta ausente, dime que sucedio)

Dime en que libro yo encontrare 
una gran foto de un lindo pez
dime quien es su autor, dime quien es su autor

Dime quien soy, dime quien eres
si eres tu o yo el que muere
y es culpa de los dos, y es culpa de los dos

Dime si escampa..."
track_0884126,"Algo en el viento me dice que se van
que no hay marcha atras
pequenas sombras debajo de un gran sol
de un solo color

El coro de unos angeles que riega muchos arboles
su nido artificial
los suenos con imagenes de celdas inviolables
su llanto natural

Algo en la lluvia me dice que acabo
que la paz murio
el sol mato la noche y se suicido
en su sangre se ahogo

Las voces enredadas debajo de unas ramas
su timida oracion
Las alas asustadas, la pena a sus espaldas
se muere su pasion

Algo en el viento me dice que se van
que no hay marcha atras
Algo en el viento me dice que se van..."
track_0884128,"Mañana cuando ya no estes aqui
ire a buscar el sol al fin
y se y se que muchos años andare
y solo sentire el calor

No dejes que me marche por que se que nunca mas yo volvere
no dejes que te diga adios

Mañana cuando ya no estes aqui
ire a buscar el sol al fin
y se y se que muchos años andare
y solo sentire el calor

No dejes que me marche..."
