TRACK_ID,LYRIC
track_1267263,
track_1267287,
track_1267286,
track_1267290,
track_1267288,
track_1267293,
track_1267674,
track_1267706,
track_1267707,
track_1267743,
track_1267752,
track_1268326,"I never wanted to feel this way
My mind loses track when I get in your way
I only wanted to feel your love
but all I achieved was ruining your day

The answers aren't coming strong
I lost you a long time ago and now it just feels wrong
I want you here in my life
Anything's possible if you don't think twice.

I promise to do what I can
know I'm not perfect and I'm not Superman.
I'm fighting these feelings cos I need you to stay.
But it's tearing my mind apart with what I need to say

The answers aren't coming strong
I lost you a long time ago
and now it all feels wrong...

My head falls apart whilst my legs soldier on
I've tried not to love you, but my love marches on.
I hate that you hate me
I've loved what we've lost
Now I'm not stuck for words,
but my words all feel wrong..."
track_1268331,"a,d,a,d,e,f#,g,e
I used to know this girl,
but she knew all of the guys.
I couldnt handle what she told me,
so i just closed my eyes.
This girl was once a friend
she used to blow my mind
we used to spend all these hours together,
but now she doesnt have the time.

I fell in love with this girl
while she was with another guy
I'd try my best to hide my feelings
instead id just break and cry.
she used to say what she thought
but now she just tells me lies
I used to give her all my hours
but now I'm just wasting time

f#, e
I hope that everything is gonna be OK and
one day i'll find someone that i can call my own and
remember the good times that we spent together
but for now its hard"
track_1268433,
track_1269016,
track_1269455,
track_1269634,
track_1269813,
track_1270100,
track_1270232,
track_1270233,
track_1270990,(To be added soon)
track_1270234,
track_1270992,(To be added soon)
track_1271448,
track_1271192,"If it wasn't for this bass 
I don't know what I would do"
track_1271849,
track_1271851,
track_1271850,
track_1271904,"Called me up the other day
as usual there was so much left to say
Long ago you were my world
my, how we lose sight
maybe there was a time when we had it right
in all the years gone by
tell me, have you learned anything new?
well me, I realized
just how much I need you
How many more times
Will I fall for you
How many more times
am I going to cry over you
I've become a few years older
and you finally ditched that chip on your shoulder
You and I were so young back then
will we ever feel any of that again
so much love
and a little sin
how many more times
will I fall for you
how many more times
am I going to cry over you"
track_1271907,"You got just what I need
Long hair and dirty jeans
I wan tyou to be my world
I have got to be your baby girl
Should I dance all night with you to please
It don't feel right if you're just a tease
I'm losing my mind you got me on my knees
I'm asking pretty please
when they say you gotta change
don't listen babe cuz I like you that way 
get a life clean up your act 
all I gotta say is forget it
should I dance all night with you to please
It don't feel right if you're just a tease
I'm losing my mind you got me on my knees
and I'm asking pretty please
sit alone in the corner of the room
don't say much but when you do
I listen closely for a sign 
that maybe you want to be mine"
track_1271911,"I wanted you to notice
to forgive
to say yes
I wanted you to forget
my blindness
and say yes
I couldn't blame you for walking away
I gave so much in those days
a chase that was never correct
a love that was never expressed
I pushed you just like the rest
I wanted you to notice
to forgive
to say yes
I wanted you to forget 
my blindness
and say yes
I keep thinking that you're already gone
replaying in my head
all those careless things I said
I was only trying to keep a safe distance
but I was miles away
from any chance
I wanted you to notice
to forgive
to say yes
I wanted you to forget 
my blindness
and say yes"
